Corpus ID,Authors,Year,Title,DOI,Database,India_confidence,India_reason,NF_confidence,NF_reason,Social_confidence,Social_reason
6709,"Shyam, D M; Dixit, S; Nune, R; Gajanan, S; Chander, G",2020,Zero Budget Natural Farming - An empirical analysis,,AGRIS,high,"The paper centers on Zero Budget Natural Farming in Andhra Pradesh, India—evaluating adoption, soil health, costs, and state-level policy scaling among Indian farmers.",high,"The paper explicitly evaluates Zero Budget Natural Farming (Subhash Palekar ZBNF), a non-conventional natural/chemical-free farming approach including its inputs, soil-health effects and farmer adoption, so it clearly addresses alternative/sustainable agriculture.",high,"The study explicitly assesses economic and adoption aspects of ZBNF—cost of production, farmer net returns and incomes, farmer-reported reasons for adoption, and scaling by government—indicating substantive socio-economic and livelihood analysis rather than purely agronomic focus."
6783,Ashlesha Khadse; Peter Rosset,2021,Zero Budget Natural Farming in India – from inception to institutionalization,,AGRIS,high,"The paper explicitly studies the development and institutionalization of Zero Budget Natural Farming within India, focusing on specific Indian states (Karnataka and Andhra Pradesh) and Indian peasant families, making India the central case and study context.",high,"The paper explicitly examines Zero Budget Natural Farming, a non‑conventional, sustainable farming approach, tracing its spread and institutionalization in India.",high,"The paper analyzes ZBNF as a peasant-led social movement and its institutionalization into state programs, discussing scale, reach to peasant families and the social/political challenges and contradictions involved."
6810,"Kumar, Vijay; Trives, André; Aubron, Claire; Conaré, Damien; Kurukshetra University; Agriculteur; Systèmes d'élevage méditerranéens et tropicaux (UMR SELMET) ; Centre de Coopération Internationale en Recherche Agronomique pour le Développement (Cirad)-Institut National de Recherche pour l’Agriculture, l’Alimentation et l’Environnement (INRAE)-Institut Agro Montpellier ; Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement (Institut Agro)-Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement (Institut Agro); Chaire Unesco Alimentations du Monde ; Institut Agro Montpellier ; Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement (Institut Agro)-Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement (Institut Agro); Institut Agro Montpellier",2022,"Le natural farming, promesse agroécologique de l'Inde",,AGRIS,high,"The paper focuses on natural farming in India and explicitly discusses the agroecological transition based on experience in the Indian state of Andhra Pradesh, making India the central case and study site.",high,"The title and abstract explicitly discuss natural farming and an agroecological transition in Andhra Pradesh (alternative/sustainable farming approaches), so it clearly addresses non-conventional agriculture.",medium,"The piece addresses the agroecological transition in Andhra Pradesh through the author’s experience, which likely involves social and policy dimensions (farmer adoption, movements, and governance), but the abstract gives no explicit social-focus details so certainty is moderate."
6828,"Singh, Arshdeep; Thakur, Rajesh Kumar",2022,Status of organic farming and economics of organic vegetable cultivation in Himachal Pradesh under Paramparagat Krishi Vikas Yojana (PKVY),,AGRIS,high,"The study specifically analyzes organic farming in Himachal Pradesh and the economics of organic vegetable cultivation in Chamba district under the Indian PKVY program, making an Indian state the primary focus.",high,"Paper analyzes the status and economics of organic vegetable cultivation in Himachal Pradesh under the PKVY program, clearly addressing organic (non‑conventional, sustainable) farming systems.",high,"The paper analyzes the status of organic farming (number of registered farmers, clusters under PKVY) and the economics (gross/net returns, benefit–cost ratios) of vegetable cultivation, which directly addresses farmers' livelihoods and income-related socio-economic aspects."
6829,Purushottam Dev; S. S. Paliyal; Navjot Rana,2022,"Subhash palekar natural farming - scope, efficacy and critics",,AGRIS,high,"The paper centrally examines Subhash Palekar's Zero Budget Natural Farming in the context of Indian food security and policy, citing India-specific population projections and national economic survey findings, so India is the primary focus.",high,"The paper explicitly examines Subhash Palekar Natural Farming (a form of Zero Budget Natural Farming), assessing its scope, efficacy and criticisms, which is a non‑conventional sustainable farming approach.",high,"The paper critiques Zero Budget Natural Farming on economic and food-security grounds, explicitly discussing farmer incomes, debt and national food/nutrition outcomes, indicating substantive socio-economic and livelihood analysis."
6852,"Mandla, Ishita; Sharma, Subhash",2023,Compendium of success stories of farmers practising natural farming in Himachal Pradesh,,AGRIS,high,"The paper is a state-level compendium focused on farmers and a government natural farming scheme in Himachal Pradesh, making India (a specific Indian state and its agricultural policy) the central focus.",high,"The paper specifically documents farmers practising Subhash Palekar Natural Farming (a natural/zero-budget natural farming approach) and government implementation of a Natural Farming scheme to reduce chemical inputs and costs, indicating a clear alternative/sustainable farming focus.",high,"A compendium of farmers' success stories about a government natural farming scheme focuses on income, cost-of-cultivation, welfare and adoption outcomes—substantive social dimensions (livelihoods, policy implementation and farmer welfare) rather than purely agronomic results."
6855,"Kumar, Sunil; Manjeet Singh Nain; V. Sangeetha; Satyapriya",2023,Determinants and Constraints for Adoption of Zero Budget Natural Farming (ZBNF) Practices in Farmer Field School,,AGRIS,high,"The study is an empirical analysis conducted in Wardha district, Maharashtra, making an Indian state/district the primary study site and focus of the paper.",high,"The study explicitly examines adoption and constraints of Zero Budget Natural Farming, a recognized agroecological/chemical-free alternative farming approach in India.",high,"The paper examines social and institutional determinants and constraints—labour availability and wages, knowledge/extension gaps, market access and prices, certification costs, and the role/number of FPOs—affecting adoption of ZBNF, not just agronomic outcomes."
6883,Saurabh Tiwari; K.S. Kadian; H.R. Meena; M.S. Nain; Sweety Mukherjee; Amandeep Ranjan,2023,Farmers’ Awareness of Agricultural Schemes under Saansad Adarsh Gram Yojana in Varanasi (UP),,AGRIS,high,"The study is explicitly focused on farmers in Varanasi district, Uttar Pradesh and evaluates awareness of Indian government agricultural schemes under the Saansad Adarsh Gram Yojana, making India the central study context.",high,"The paper assesses farmer awareness of government schemes that explicitly include Paramparagat Krishi Vikas Yojana (an organic farming program) and soil-health–related measures, indicating attention to sustainable/alternative farming approaches.",high,"Surveys farmers’ awareness of government agricultural schemes across model and non‑model villages, addressing access to information and village-level social/geographic disparities rather than agronomic outcomes."
6904,"Chandel, Ashu; Kumar, Rakesh; Shankar, S Vishnu; Chandel, Rajeshwar Singh; Gupta, Rakesh Kumar; Kumar, Pramod",2023,Natural farming: A socio-ecological approach for sustainable livelihood,,AGRIS,high,"The paper is a case study of natural farming in Himachal Pradesh (Shimla fruit growers) and evaluates Indian farming systems and outcomes, making India the central focus.",high,"The study explicitly examines natural farming (a low‑external‑input, eco‑friendly alternative) and compares socio-ecological and economic outcomes versus conventional agriculture among Shimla fruit growers.",high,"The case study evaluates net returns for Shimla fruit growers who adopt natural farming, addressing livelihoods and income effects (a socioeconomic dimension)."
6906,"Behl, Punam; Osbahr, Henny; Cardey, Sarah",2023,"New possibilities for women’s empowerment through agroecology in Himachal Pradesh, India",,AGRIS,high,"The study is a qualitative case study of a state programme in Himachal Pradesh, India, focusing on Indian women farmers and India-specific policy and implementation, so India is the central context.",high,"The study examines a state programme to transition farmers to natural farming (an agroecological/alternative approach) and its mechanisms for empowering women, so it clearly concerns non-conventional sustainable farming.",high,"A qualitative case study explicitly examines how the state's natural farming programme affects women’s empowerment, decision-making, leadership roles, income opportunities, and participation in community groups, so it substantively addresses gender and social dimensions."
6915,"Samaddar, Ayan; Padiyar Panemangalore, Arun; Maliappan, Sudharsan; Borah, Gulshan; Sikka, Alok; Kumar, Gopal",2023,"Rice fish farming in Andhra Pradesh, India: A case study",,AGRIS,high,"The study is a case study conducted in Andhra Pradesh and evaluates state-specific programs (RySS/APCNF), farmer outcomes, and local aquaculture systems, making India the central focus.",high,"Study evaluates rice–fish integrated farming as part of the Andhra Pradesh Community Managed Natural Farming (APCNF) initiative, an alternative, low-external-input, ecologically friendly farming system.",medium,"The study includes economic and livelihood aspects (costs, enhanced incomes, supply benefits) and reports farmer reactions and effects on rural agricultural communities, indicating social dimensions though primarily framed around an integrated production evaluation."
6917,"Balasubramani, N.; Shekara, P.Chandra; Praveen Kumar, Samuel; Sreelakshmi, C.; Jamanal, S.K.",2023,Study on Impact of Mann Ki Baat Programme on Organic and Natural Farming,,AGRIS,high,"The paper assesses the impact of India’s national radio programme 'Mann Ki Baat' on Indian stakeholders (KVKs, farmers, consumers) using data from ATARI zones across the country, so India is the primary study context and dataset.",high,"Directly evaluates the impact of a national outreach program on awareness, participation and adoption of organic and natural farming practices among farmers, KVKs and consumers, i.e., clearly focused on alternative/sustainable farming.",high,"The study evaluates social factors—awareness, participation, adoption decisions, information diffusion among farmers, consumers and extension functionaries (KVKs)—and institutional/communication influences on uptake of natural farming, rather than only agronomic outcomes."
6922,"Gupta, Shweta; Malaiappan, Sudharsan; Krishnan, S.; Sikka, Alok",2023,The natural farming model of Andhra Pradesh: a solution for sustainable agriculture in India,,AGRIS,high,"The study explicitly focuses on Andhra Pradesh (specific Indian state), its natural farming programme (APCNF), and field assessments in districts/mandals, making India the primary study site and policy context.",high,"The paper assesses Andhra Pradesh’s Zero Budget/Community-Managed Natural Farming (APCNF/ZBNF) and agroecological initiatives, clearly focusing on alternative, sustainable farming approaches rather than conventional agriculture.",high,"The study explicitly assesses the social, economic and political fabric of APCNF implementation using secondary data and stakeholder interviews/FGDs, indicating substantive treatment of livelihoods, policy/institutional arrangements and community-managed farming dynamics."
6924,"Athawale, Snehal; Singh, Ram; Hatai, Lakshmi Dhar; Sing Bey, Brota; Singh, N. Anandkumar; Singh, Rajkumar Josmee; Hemochandra, L.",2024,A comparative economics of natural farming and conventional farming of rice cultivation in Arunachal Pradesh,,AGRIS,high,"The paper is an empirical study of rice cultivation in Arunachal Pradesh (East Siang district) using primary data from local farmers, making an Indian state the central study site and dataset.",high,"The paper explicitly compares natural farming (a non-conventional, sustainable/agroecological approach) with conventional rice farming, analyzing costs, returns and labor implications, so it clearly addresses alternative/sustainable farming.",high,"The paper examines gender-based differences in labor utilization and labor intensity and compares net returns (livelihood/economic outcomes) between natural and conventional rice farming, indicating substantive social dimensions."
6926,"Dorin, Bruno; Poisot, Anne-Sophie; Vijay Kumar, Thallam",2024,"Agro-industry versus agroecology? Two macroeconomic scenarios for 2050 in Andhra Pradesh, India",,AGRIS,high,"The work develops and compares macroeconomic/agricultural scenarios specifically for Andhra Pradesh, making an Indian state the primary study site and focus of the analysis.",high,"The work models a full transition to agroecology and explicitly compares a Community‑managed Natural Farming (APCNF) scenario with an industrial/agro‑industry scenario for Andhra Pradesh, addressing alternative and sustainable farming pathways and impacts.",high,"The work explicitly compares scenarios for employment, income inequality, land use and economic outcomes and uses participatory qualitative methods, indicating substantive treatment of social and socio-economic dimensions."
6927,"Malaiappan, Sudharsan; Krishnan, S.; Gadewar, P.; Sharma, H.; Priyadarshini, P.; Thakur, A.; Ganvir, S.; Acharya, P.; Kumar, Gopal; Shijagurumayum, M. S.; Singh, Sonali; Samaddar, A.; Alvi, Muzna; Borah, Gulshan; Sikka, Alok",2024,"Agroecological insights for Mandla, Madhya Pradesh, India: a contextual analysis for sustainable transformation",,AGRIS,high,"The study focuses specifically on Mandla district in Madhya Pradesh, examining local agroecological conditions, Indian policies, institutions, and community practices, making India the primary case and context.",high,"The report explicitly analyzes agroecological and sustainable farming practices and pathways for transition (e.g., composting/biochar, reduced synthetic inputs, conservation practices, crop–livestock integration, agroforestry, traditional/tribal practices and community-led knowledge systems) in Mandla district.",high,"The report conducts substantive social analysis, addressing tribal socio-economic disparities, livelihoods and income diversification, land and natural resource governance, community participation and institutions (farmer groups, SHGs, gram sabhas), cultural practices, labor arrangements, and market/value-chain constraints relevant to agroecological transition."
6943,"Sivagamy, K.; Karunakaran, V.; Ananthi , K.; Rajesh, M.; Arul Prasad, S.; Tamilselvi, C.; Vijayashanthi, V.A.; Mohammed Ashraf, A.; Vanitha, K.; Kanaga, S.",2024,Effects of Organic Manures and Foliar Sprays on Growth and Yield of Finger Millet,,AGRIS,high,"The study’s experiments were conducted in Thiruvannamalai, India and report India-specific agronomic results and economic outcomes, making India the primary study site and focus.",high,"The study evaluates organic nutrient sources and traditional organic foliar inputs (FYM, green manuring, vermicompost, Panchakavya, vermiwash) as alternatives to chemical inputs, indicating a sustainable/alternative farming focus.",medium,"While primarily an agronomic field trial, the paper reports gross/net income and benefit–cost ratios for treatments, addressing economic/profitability implications (a social/economic dimension) rather than solely biophysical outcomes."
6949,"Lyngkhoi, Dipriya R.",2024,Factors Associated with Shifting Cultivation in Meghalaya: Policy Perspective Probit Approach,,AGRIS,high,"The study uses primary data from farmers in Meghalaya and analyzes shifting cultivation and policy implications for that specific Indian state, so India is the central focus.",high,"The paper studies traditional shifting cultivation (jhum) and explicitly discusses sustainable alternatives such as agroforestry, forest/home gardens and natural farming, indicating a focus on non‑conventional/agroecological practices.",high,"The study analyzes socio-economic and demographic determinants (age, family size, per capita income, livelihoods), as well as government incentives and market access, influencing farmers' decisions to continue shifting cultivation, indicating substantive focus on social dimensions."
6961,"Samaddar, Ayan; Panemangalore, Arun Padiyar; Maliappan, Sudharsan; Borah, Gulshan; Sikka, Alok; Kumar, Gopal",2024,"Integrated agroecological rice fish farming in Andhra Pradesh, India: A case study",,AGRIS,high,"The study is a case study of integrated rice–fish farming in Andhra Pradesh, India, using Andhra Pradesh-specific institutions and farmer-level field data, so India (an Indian state) is the central focus.",high,"The paper evaluates integrated rice–fish culture as part of the Andhra Pradesh Community-Managed Natural Farming (APCNF) initiative, a low-chemical, agroecological integrated farming system focused on sustainability and biodiversity.",high,"The study examines farmer reactions, input costs and reports enhanced incomes and benefits for rural communities and discusses adoption among small and marginal farmers, indicating substantive socio-economic and livelihood and extension/policy dimensions rather than purely biophysical outcomes."
6964,"Aubron, Claire; Bainville, Sébastien; Philippon, Olivier; Ruiz, Laurent; Systèmes d'élevage méditerranéens et tropicaux (UMR SELMET) ; Centre de Coopération Internationale en Recherche Agronomique pour le Développement (Cirad)-Institut National de Recherche pour l’Agriculture, l’Alimentation et l’Environnement (INRAE)-Institut Agro Montpellier ; Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement (Institut Agro)-Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement (Institut Agro); Institut Agro Montpellier ; Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement (Institut Agro); Montpellier Interdisciplinary center on Sustainable Agri-food systems (Social and nutritional sciences) (UMR MoISA) ; Centre de Coopération Internationale en Recherche Agronomique pour le Développement (Cirad)-Institut de Recherche pour le Développement (IRD)-Centre International de Hautes Etudes Agronomiques Méditerranéennes - Institut Agronomique Méditerranéen de Montpellier (CIHEAM-IAMM) ; Centre International de Hautes Études Agronomiques Méditerranéennes (CIHEAM)-Centre International de Hautes Études Agronomiques Méditerranéennes (CIHEAM)-Institut National de Recherche pour l’Agriculture, l’Alimentation et l’Environnement (INRAE)-Institut Agro Montpellier ; Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement (Institut Agro)-Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement (Institut Agro); Gestion de l'Eau, Acteurs, Usages (UMR G-EAU) ; Centre de Coopération Internationale en Recherche Agronomique pour le Développement (Cirad)-Bureau de Recherches Géologiques et Minières (BRGM)-Institut de Recherche pour le Développement (IRD)-AgroParisTech-Institut National de Recherche pour l’Agriculture, l’Alimentation et l’Environnement (INRAE)-Institut Agro Montpellier ; Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement (Institut Agro)-Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement (Institut Agro); Indo-French Cell for Water Sciences =  Cellule Franco Indienne de Recherche en Science de l’Eau (IFCWS = CEFIRSE) ; Indian Institute of Science [Bangalore] (IISc Bangalore)",2024,"Le ""natural farming"" à grande échelle : la promesse agroécologique de l'Inde ?",,AGRIS,high,"The paper centrally examines India’s large-scale natural farming movement and policy, with a specific focus on Andhra Pradesh’s programme, farmers, and hectares targeted — India is the primary case and context.",high,"Paper examines large-scale natural farming (ZBNF/Natural Farming) and Andhra Pradesh’s agroecology conversion efforts, which are clearly alternative/sustainable farming approaches.",high,"The paper evaluates the large-scale state-led push to convert millions of farmers in Andhra Pradesh and interrogates policy, adoption conditions and implications for farmers and agroecological practice, indicating substantive social and political analysis rather than purely biophysical focus."
6971,"Kumar, Ranjit; Kumar, Sanjiv; Yashavanth, B.S.; Meena, P.C.",2024,Natural Farming Practices in India: Its Adoption and Impact on Crop Yield and Farmers’ Income,,AGRIS,high,"The paper is an empirical study of Natural Farming using primary data collected from farmers in the Indian states of Karnataka and Andhra Pradesh, so India is the central study context.",high,"The paper explicitly studies Natural Farming (an agroecological/alternative approach) and specific NF practices (e.g., Jeevamritha, farmyard manure) and their adoption, costs, yields and income in Karnataka and Andhra Pradesh.",high,"The study explicitly examines adoption and impacts on farmers’ income and cultivation costs (livelihood/economic effects) by comparing NF adopters and non-adopters, indicating substantive social/economic analysis rather than purely agronomic focus."
6979,"N D, CHETHAN PATIL; Dayananda Patil; Sujeet K Jha; Rahul Dundesh Bellagi; B.N. Priyanka; H. Gunashekhar",2024,"Perception on Zero Budget Natural Farming: A Comparative Study Among Adopters, Planners, and Non-adopters",,AGRIS,high,"The paper uses primary data collected from farmers in two districts of Northern Karnataka and analyzes perceptions of Zero Budget Natural Farming among Indian adopters, planners, and non-adopters, making India the central study context.",high,"The paper explicitly studies perceptions and adoption of Zero Budget Natural Farming, a recognized alternative/sustainable agroecological farming approach, comparing adopters, planners and non-adopters.",high,"The paper examines farmer perceptions across adopters, planners, and non-adopters on labour intensity, reliance on indigenous cattle and machinery, and yield impacts—socially relevant factors affecting adoption, livelihoods, and access to resources."
6982,"Reddy, B. Guruva; Reddy, V. Ratna; Reddy, M. Srinivasa",2024,Potential and Constraints of Zero Budgeted Natural Farming (ZBNF): A Study of Andhra Pradesh,,AGRIS,high,"The study is explicitly focused on Andhra Pradesh (an Indian state), using field visits, interviews and case studies across 11 AP districts, so India is the primary study site and context.",high,"The paper directly evaluates Zero Budget Natural Farming (ZBNF) in Andhra Pradesh, assessing its environmental and economic outcomes and barriers to scaling, which is a non-conventional sustainable/agroecological farming approach.",high,"The study uses field visits and interviews to assess ZBNF’s economic impacts, reporting on reduced incomes, initial losses, high dis-adoption and barriers to scaling, thereby substantively addressing livelihoods and socio-economic constraints of farmers."
7005,"Devi, Meera; Sharma, Anurag; Shukla, Arti; Vikram, Amit",2025,A farmwoman practising sustainable farming system from Solan district of Himachal Pradesh,,AGRIS,high,"The paper is a case study of a named farmwoman in Solan district, Himachal Pradesh, making an Indian state and local population the central focus of the study.",high,"The paper explicitly describes adoption of a natural/chemical-free sustainable farming system (natural farming), improved soil health, and alternative practices compared with chemical farming, indicating a clear agroecological/alternative agriculture focus.",high,"The paper foregrounds a woman's entrepreneurial role in sustainable farming and discusses gendered participation, economic returns and social impacts (employment, role-modelling), indicating substantive social dimensions (gender and livelihoods)."
7006,"Parthiban, J. J.; Anjugam, M.",2025,A study on Economic Analysis of Organic Coconut Cultivation in Coimbatore District,,AGRIS,high,"The study is an India-specific empirical analysis conducted in Coimbatore district, Tamil Nadu, using local farmers, Indian schemes (PGS and PKVY), and India-local data, so India is the primary focus.",high,"The paper explicitly studies organic coconut cultivation, Participatory Guarantee Scheme certification, and use of farmyard manure and bio-fertilizers, which are clearly alternative/sustainable farming practices.",medium,"Although primarily an economic/agronomic analysis, the paper reports household-level income/profitability, examines Participatory Guarantee Scheme involvement, and identifies labour supply and market constraints—indicating substantive livelihood and labour-related social dimensions."
7014,"Kumar Mishra, Ajay; Kumar Maurya, Piyush; Sheetal, Sharma",2025,Comprehensive analysis of natural farming practices across India: A systematic review,,AGRIS,high,"The paper explicitly focuses on natural farming across India, including India-specific practices, regional case studies (Andhra Pradesh, Sikkim), and Indian policy and community contexts, making India the central focus.",high,"The review explicitly examines natural/alternative farming approaches (including ZBNF, organic and regional natural farming programs such as Andhra Pradesh and Sikkim) and their agroecological, soil, biodiversity and socioeconomic impacts, so it clearly addresses non‑conventional sustainable agriculture.",high,"The systematic review explicitly assesses economic viability (input and labour costs), government policies and community initiatives, and calls for research on socioeconomic benefits, indicating substantive treatment of livelihoods, policy participation and community/social aspects."
7022,"Samaddar, A.; Krishnan, S.; Malaiappan, S.; Borah, G.; Panemangalore, A.P.; Kumar, G.",2025,"Ecological and Socioeconomic Characterization of Integrated Rice-Fish Farming Systems under Natural Farming in West Godavari, Andhra Pradesh, India",,AGRIS,high,"The study explicitly focuses on West Godavari district in Andhra Pradesh and evaluates an India-specific program (APCNF) and local rice–fish systems and species, making India the central context.",high,"Focuses on Andhra Pradesh Community Managed Natural Farming and the shift from rice monoculture to integrated rice–fish co-cultivation using local varieties, clearly describing an agroecological/sustainable farming approach.",high,"The study explicitly includes socioeconomic characterization of integrated rice–fish systems under a community natural farming program, indicating substantive analysis of livelihoods/income and other social dimensions rather than only biophysical outcomes."
7023,"Mundu, Sneha; Bhagat, Deepak; Venkannanavara, Murulidhar; Mohan, Golli; Sangma, Gino A",2025,"Economic Analysis of Jhum Farming System of West Garo Hills, Meghalaya",,AGRIS,high,"The study investigates Jhum farming in specific villages of West Garo Hills, Meghalaya (India), using India-specific data (villages, rupee costs, district/block-level results), so India is the central study context.",high,"The paper analyzes Jhum, a traditional indigenous slash-and-burn, low-external-input farming system described as following natural/low-input principles, which clearly falls under alternative/sustainable/traditional agriculture.",high,"The paper analyzes livelihoods and economic outcomes of indigenous Jhum farmers and reports socio-economic variables (village-level land shares, literacy, profitability/B:C ratios, and factors like farming experience) indicating substantive study of social dimensions."
7036,"Berger, Iris",2025,Efficacy of agroecological approaches to ameliorate trade-offs between food production and biodiversity conservation,,AGRIS,high,"The thesis is centered on field studies and policy analysis in Andhra Pradesh, South India, evaluating the India-specific Zero Budget Natural Farming programme and landscape interventions using India-based surveys and stakeholder workshops.",high,"The thesis explicitly evaluates agroecological approaches—notably Zero Budget Natural Farming (ZBNF) and landscape vegetation patches—in Andhra Pradesh, assessing biodiversity, yields, and socio-economic impacts, so it clearly concerns non-conventional/sustainable farming.",high,"The thesis includes farmer interviews and stakeholder workshops and explicitly evaluates socioeconomic outcomes (farmers’ profits), livelihoods, policy alignment/governance, and value‑chain and multi‑stakeholder dimensions of ZBNF, so it substantively examines social dimensions of farming."
7047,"Behl, Punam",2025,"How agroecology can empower women farmers: a study 
of a transition to natural farming in Himachal Pradesh, 
India",,AGRIS,high,"The study is an India-specific case study centered on the Himachal Pradesh state initiative, using primary data from villages and farmers in that region, so India is the central study site and context.",high,"The paper evaluates a state-led transition to natural farming—an agroecological, low-external-input approach—and its effects on women farmers, including training, farmer groups, and indigenous seed system needs, which fits the alternative/sustainable farming criteria.",high,"Qualitative case study focused on marginal women farmers in Himachal Pradesh, analyzing empowerment, decision-making, income-generating roles, community groups, training and institutional barriers during a transition to natural farming."
7056,S S  WALIA; A S  SIDHU; C S  AULAKH; NARINDER  KUMAR,2025,"Insights from organic farmers in Punjab: A survey on practices, challenges and market access",,AGRIS,high,"The paper reports a survey and analysis of organic farmers in multiple districts of Punjab, conducted by Indian agricultural institutions, making an Indian state the primary study site and focus.",high,"The study explicitly investigates organic and natural farming practices (including certified organic management, composting, vermicompost, traditional organic inputs and botanical pest controls) and barriers to their adoption, indicating a clear alternative/sustainable agriculture focus.",high,"The survey explicitly reports farmer socio-economic characteristics (farm-size distribution), labour constraints, market access issues and profit information, indicating substantive analysis of livelihoods and socio-economic dimensions of organic farming."
7057,"Bordoloi, L. J.; C. S., Karibasappa; Kumar, Sunil; Mohanty, A. K.; Kalita, H.",2025,Inspiring journey of a farm woman in natural farming,,AGRIS,high,"The case study focuses on a specific Indian village and district (Tsongpong, Kiphire, Nagaland) and describes an Indian farmer’s adoption of natural farming with local KVK support, making India the central context.",high,"Reports adoption and outcomes of natural farming practices (organic inputs, Jeevamrut, vermicomposting, crop rotation) and community diffusion, i.e., a clear alternative/sustainable farming approach.",high,"Centers on a female farmer’s adoption of natural farming, documenting changes in her income/livelihoods and her role as a community leader promoting adoption — addressing gender, livelihoods, and community social dynamics."
7087,"Sharma, Anurag; Devi, Meera; Shukla, Arti; Vikram, Amit",2025,Success story of a natural farmer from Solan district of Himachal Pradesh,,AGRIS,high,"The paper is a case study focused on a specific farmer in Solan district, Himachal Pradesh, making an Indian district/state the primary study site and central focus.",high,"Case study about a farmer adopting natural/low-input farming that eliminates synthetic fertilizers and pesticides and contrasts outcomes with chemical farming, i.e., an alternative/sustainable farming approach.",medium,"The paper is a case 'success story' that explicitly compares net returns of a farmer using natural versus chemical farming, addressing income/livelihood effects even though it does not discuss other social factors in depth."
7092,"Chowdhury, Eshan; Parveen, Gulafsha; Thapliyal, Ashish; Uniyal, Virendra Prasad",2025,"Traditional agriculture practices in Garhwal Himalaya, Uttarakhand: An overview",,AGRIS,high,"The paper specifically studies traditional agricultural systems, practices, pest management, climate impacts, and Indian government schemes in the Garhwal Himalaya region of Uttarakhand, India, making India the central focus.",high,"The review explicitly examines traditional and indigenous agroecological systems (e.g., Sari, Barahnaja), mixed cropping and indigenous pest management as sustainable, low-input practices and their role in resilience and policy in Uttarakhand.",high,"The review addresses social dimensions including small landholder strategies (Sari, Barahnaja) as livelihood/insurance mechanisms, indigenous cultural practices, government schemes/policy, and climate-driven impacts prompting changes or relocation, indicating substantive coverage of landholding, livelihoods, migration, culture and policy."
7095,"Walker, Grady; Osbahr, Henny; Duddigan, Sarah; George, Jayna; Ponnolu, Sravanthi; Anisetti, Himabindu; Collins, Chris; Hussain, Zakir",2025,“It feels like we’re doing something good.”  Mapping farmer perceptions of Zero Budget Natural Farming onto crop yields in Andhra Pradesh,,AGRIS,high,"The paper studies Zero Budget Natural Farming adoption and crop yields in two specific districts of Andhra Pradesh, India, making India (and an Indian state) the primary study site and population.",high,"The study explicitly investigates Zero Budget Natural Farming (ZBNF) adoption in Andhra Pradesh, compares natural farming yields with organic and conventional plots, and examines farmer motivations and subjective benefits of this alternative/sustainable approach.",high,"The study explicitly analyzes farmer motivations and subjective perceptions (memory, legacy, independence, rejection of industrialized agriculture) using participatory methods and links these cultural and social drivers to adoption of ZBNF, not just biophysical outcomes."
7111,"J. R. 	Shalini, Dr R.S. Yadav, G. 	Selvarani, J. R. 	Shalini",,"Barriers faced by Paramparagath Krishi Vikas Yojana (PKVY) beneficiaries and their
                     proposed suggestions.",,CABI,high,"The paper focuses on beneficiaries of the Paramparagat Krishi Vikas Yojana (PKVY), which is an Indian agricultural program, so India is the primary study context.",high,"The paper focuses on Paramparagat Krishi Vikas Yojana (PKVY), a government organic/alternative farming program, examining barriers faced by its beneficiaries and their suggestions, so it concerns non‑conventional sustainable agriculture.",high,"The study addresses barriers faced by PKVY beneficiaries and their suggestions, indicating examination of socio-economic, institutional, and farmer-perspective issues (adoption, access, livelihoods) which are social dimensions of farming."
7163,"Eshan 	Chowdhury, Action for Sustainable, Efficacious Development and Awareness (ASEA), Gulafsha 	Parveen, Eshan 	Chowdhury",,"Traditional agriculture practices in Garhwal Himalaya, Uttarakhand: an overview.",,CABI,high,"The paper explicitly examines traditional agricultural practices in the Garhwal Himalaya, Uttarakhand, making a specific Indian region the central focus of the study.",high,"The paper reviews traditional/indigenous agriculture practices in the Garhwal Himalaya, which fall within non‑conventional, sustainable, and agroecological farming approaches.",medium,"The title indicates an overview of traditional agricultural practices in the Garhwal Himalaya, which commonly includes indigenous knowledge, cultural practices and community-level farming arrangements, but the absence of an abstract prevents confirmation that social dimensions are treated substantively."
7182,,2018,Zero Budget Natural Farming for the Sustainable Development Goals,,Zotero,high,"The study specifically examines Zero Budget Natural Farming in Andhra Pradesh, India, making India (and an Indian state) the primary study site and policy context.",high,"The paper explicitly focuses on Zero Budget Natural Farming (a non‑conventional, natural farming approach) in Andhra Pradesh and its relation to sustainable development, indicating a clear alternative/sustainable farming angle.",medium,"The report explicitly links Zero Budget Natural Farming to the Sustainable Development Goals in Andhra Pradesh, implying assessment of social outcomes (livelihoods, poverty/food security, rural development and related socio-economic indicators), but the provided citation lacks an abstract so specific social dimensions studied cannot be confirmed."
